PC1,PC2,PC3,PC4,quality
-0.3693659094459328,-0.8392406542179365,-0.1562589748512331,0.6611762762506551,1
1.751470394279817,1.07678041404946,-0.6374429660902724,-0.4002769406375564,0
-0.45044646585453957,-0.40248276842396935,0.5046630220318195,-0.3679743190181637,2
-0.39419556982685544,0.23629052330529263,-0.5958935953209644,0.11740859568485769,2
-0.9947569331937611,-1.2066893966286807,0.24122353986966294,0.7027615811305016,2
-1.1463296261003597,-1.182427274627795,0.11027755958406571,1.0672309979052297,0
-1.3054312909217243,-0.1800650203403644,-0.08167042332136656,0.8281507462631994,2
-0.8265412580232129,0.8372660671647254,-0.628688228056882,1.4221710937920296,2
-2.019457425978098,-0.5587541926618678,0.14870902670201672,0.6609358850150374,2
-0.2332769496225923,0.057019414057571334,-0.18276099103166477,0.18865351588051804,2
0.4578421091456013,-0.17532286683744117,-0.6318810520660484,0.2159442520714316,2
1.7599264180961989,1.8606428554852046,-1.735677503468278,0.9026130629464166,0
0.9664810757902074,-0.4435656851978437,-0.13550122124414485,-0.8552453392856991,0
-0.02537994252397946,1.2865802105113588,2.4596465825419243,-0.49630249674171617,0
-1.0446650137930922,-0.21184624942991764,0.6217711058516489,-0.32475940825565663,2
-1.0600361002732521,1.7363101834883174,2.681331019510312,0.6406172012201874,0
2.602385641133386,1.8680642678740829,-1.2287915468000579,-0.3391755968982102,1
0.631729651027392,0.0877439030403417,-0.36917161377628355,-0.7696936956781557,1
3.1207115997477373,0.2085391090099567,-0.9352466974476201,1.6194201367593237,0
-2.04539134731859,-0.3970951502974162,-0.38951077972675535,0.3951444079723763,2
0.27977359036894706,-0.7185025470739144,0.5706394445785424,-0.4477988962020986,1
-0.2631348377196923,-1.2231438352237902,0.1605045971988223,-0.2718103027644964,0
1.974043478396954,2.597916249150751,-1.4118388879546357,-0.25011779601968764,1
0.5640657340674795,-0.1705030008619826,-0.09926025537421482,0.09450864087985618,1
-1.4255061609525725,-1.1152660165504829,0.1080481334978265,-0.9630056468856768,1
-0.5099288003858015,1.0065687360045055,-0.9823566679208328,0.4315542136341381,2
-0.4484278769288214,1.0467744381421618,-1.0790797267976961,0.38632855096591295,2
-0.5436395998177729,0.19162281280373789,-0.8270290837352312,-0.41434658237226907,2
-0.5333175167369828,1.5423352060702342,-2.1305778480290374,-0.41804871988572795,2
-2.3067739192396663,-0.3588470186151297,0.27148417717372986,0.029759516671484902,2
0.5737303860213927,1.0890379405724306,0.38819308587954016,-0.8304080259757628,1
-1.33216176781538,0.40985958797873967,-0.860003640380707,0.6227315955339147,2
0.08567177630288267,1.1583010384601777,-0.6416638036627635,-0.7541173780585672,0
-1.8116794140945847,-0.12013541739111432,0.8708971277306596,-0.5533962073739205,1
-1.4305597877196536,0.5759728594042253,-0.6511772352462608,0.5888608961019584,2
-1.9169039417962352,-0.15073990791113798,-0.09920158634053135,0.48106062906784863,2
0.3918489342743777,1.3222414054183198,0.8654618127323189,-2.598842902550964,0
-2.561881113797442,-0.4625737601370748,-0.38703973134101866,0.09798598823882566,2
0.471040220180333,1.0937910995640814,0.3547112905207471,-0.776588992264943,1
0.32591038363946734,2.0850432324949457,1.2875110423482639,1.7476639720732194,0
-1.9866393780155713,0.49933183587020225,0.10215793701524005,0.39117751539419393,2
-1.2159327821111954,-0.755572979770497,0.42086365716629953,-0.5539406261291434,0
-1.3357772459022212,0.7518844506219808,0.0423060429422953,0.4766207474170604,2
0.9171637661357241,-0.06289681720865324,-0.5420465581711881,-0.12940647360547305,1
-2.4716700704310224,-0.8253712203801682,0.04670086116570549,0.7046622190655443,2
-1.9024026235141658,-0.06264060124517153,-0.1467718672359336,0.4974359077508609,2
-2.5846252506092604,0.1497670784278367,-1.104565422862235,0.3030805729192639,2
0.5803131283882081,0.7485776484790483,0.029089422957665007,-0.43222062398800326,1
0.4582182940566767,-0.13443602260844878,0.1725799040339234,-1.0201755067316027,1
-2.453184595966811,0.24436903674034252,-0.13594421636112428,0.41806139949061666,2
-3.498250014399536,-1.0221467988808584,-0.5643599265370802,-0.13436415668257437,1
-2.7792310945137455,-0.40929718080308375,-0.20295133429700318,0.24533516780883718,2
-0.8761695127128161,-0.46730642071220435,0.34788861651507635,-1.337299755819763,1
0.7664566831583058,2.129297132934442,-1.543326422564371,-0.10514920155781766,0
0.4015864407869191,0.7458671446208933,-1.0241206674995482,0.19727642146957508,1
0.021244403092341064,-0.21445296725699253,-0.10893514584840179,-1.0273806239645824,1
0.8204329740537211,2.3336551161664727,-1.3310290635137894,-0.2737773685348511,1
-1.4105753208218441,4.865951423633382,5.3706078149958145,0.8110789409973553,0
0.29705937848479613,1.2906661349373942,-0.15045367219330413,-0.7638631987674885,1
-0.5131367048609964,-0.6291870229993625,0.5480421792724064,-1.2853753193950679,1
